time	V(nw_v)	V(u1:cap1)	V(u1:cap2)	V(u1:r_hs)	V(u1:rnorm)	V(u1:tsub)	I(I1)	I(u1:B_ir)	I(u1:B_isw)	I(u1:B_jsw)	I(u1:L_kinetic)	v(u1:Tsub)<02.720
0.000000000000000e+000	0.000000e+000	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	0.000000e+000	2.581989e-006	9.406041e-006	4.703020e+010	0.000000e+000	1.000000e+000
9.902079868325985e-002	2.418702e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	1.188250e-006	2.581989e-006	9.406041e-006	4.703020e+010	1.188250e-006	1.000000e+000
2.014207986832522e-001	2.479164e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	2.417049e-006	2.581989e-006	9.406041e-006	4.703020e+010	2.417049e-006	1.000000e+000
3.038207986832409e-001	2.587336e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	3.645850e-006	2.581989e-006	9.406041e-006	4.703020e+010	3.645850e-006	1.000000e+000
4.062207986832296e-001	2.754761e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	4.874650e-006	2.581989e-006	9.406041e-006	4.703020e+010	4.874650e-006	1.000000e+000
5.086207986832184e-001	3.001741e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	6.103450e-006	2.581989e-006	9.406041e-006	4.703020e+010	6.103450e-006	1.000000e+000
6.110207986832071e-001	3.363931e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	7.332249e-006	2.581989e-006	9.406041e-006	4.703020e+010	7.332249e-006	1.000000e+000
7.134207986831959e-001	3.906785e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	8.561050e-006	2.581989e-006	9.406041e-006	4.703020e+010	8.561050e-006	1.000000e+000
7.838367176908302e-001	3.171389e-012	0.000000e+000	8.217156e-019	0.000000e+000	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909379e-001	4.302777e-012	7.139610e-025	8.217156e-019	4.135355e-002	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909433e-001	4.509608e-012	5.941525e-025	8.217156e-019	3.441409e-002	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909541e-001	3.624844e-012	7.862422e-025	8.217156e-019	4.554017e-002	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909568e-001	3.597498e-012	7.750878e-025	8.217156e-019	4.489410e-002	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909622e-001	3.654753e-012	4.755665e-025	8.217156e-019	2.754543e-002	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909730e-001	1.736784e-012	7.862422e-025	8.217156e-019	4.554017e-002	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909756e-001	1.439774e-012	1.068496e-024	8.217156e-019	6.188871e-002	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367176909811e-001	1.962201e-007	1.788369e-024	8.217156e-019	1.035846e-001	1.500000e+006	2.000000e+000	9.406041e-006	2.581989e-006	9.406041e-006	4.703020e+010	9.406041e-006	1.000000e+000
7.838367206909810e-001	2.158584e-001	3.971754e-019	8.091192e-019	2.300490e+004	1.500000e+006	2.000002e+000	9.406041e-006	2.581989e-006	9.406040e-006	4.703020e+010	9.384455e-006	1.000000e+000
7.838367294403956e-001	8.358350e-001	1.549398e-018	7.725751e-019	8.974272e+004	1.500000e+006	2.000008e+000	9.406040e-006	2.581988e-006	9.406036e-006	4.703018e+010	9.322457e-006	1.000000e+000
7.838367381898101e-001	1.444128e+000	2.693481e-018	7.362876e-019	1.560088e+005	1.500000e+006	2.000013e+000	9.406040e-006	2.581987e-006	9.406033e-006	4.703017e+010	9.261628e-006	1.000000e+000
7.838367469392248e-001	2.040736e+000	3.829426e-018	7.002568e-019	2.218033e+005	1.500000e+006	2.000019e+000	9.406041e-006	2.581986e-006	9.406029e-006	4.703015e+010	9.201967e-006	1.000000e+000
7.838367556886393e-001	2.625661e+000	4.957232e-018	6.644826e-019	2.871259e+005	1.500000e+006	2.000024e+000	9.406041e-006	2.581985e-006	9.406026e-006	4.703013e+010	9.143475e-006	1.000000e+000
7.838367644380540e-001	3.198902e+000	6.076900e-018	6.289651e-019	3.519769e+005	1.500000e+006	2.000029e+000	9.406041e-006	2.581984e-006	9.406023e-006	4.703012e+010	9.086151e-006	1.000000e+000
7.838367731874685e-001	3.760458e+000	7.188429e-018	5.937042e-019	4.163562e+005	1.500000e+006	2.000034e+000	9.406041e-006	2.581983e-006	9.406021e-006	4.703010e+010	9.029995e-006	1.000000e+000
7.838367819368831e-001	4.310331e+000	8.291820e-018	5.586999e-019	4.802638e+005	1.500000e+006	2.000039e+000	9.406041e-006	2.581983e-006	9.406018e-006	4.703009e+010	8.975008e-006	1.000000e+000
7.838368001030209e-001	5.415773e+000	1.055696e-017	4.868355e-019	6.114581e+005	1.500000e+006	2.000048e+000	9.406042e-006	2.581981e-006	9.406012e-006	4.703006e+010	8.864464e-006	1.000000e+000
7.838368182691587e-001	6.484851e+000	1.279308e-017	4.158882e-019	7.409706e+005	1.500000e+006	2.000057e+000	9.406042e-006	2.581980e-006	9.406007e-006	4.703004e+010	8.757557e-006	1.000000e+000
7.838368364352966e-001	7.517565e+000	1.500017e-017	3.458580e-019	8.688012e+005	1.500000e+006	2.000065e+000	9.406042e-006	2.581978e-006	9.406002e-006	4.703001e+010	8.654286e-006	1.000000e+000
7.838368546014344e-001	8.513914e+000	1.717824e-017	2.767449e-019	9.949500e+005	1.500000e+006	2.000073e+000	9.406043e-006	2.581977e-006	9.405997e-006	4.702999e+010	8.554651e-006	1.000000e+000
7.838368727675722e-001	9.473898e+000	1.932728e-017	2.085489e-019	1.119417e+006	1.500000e+006	2.000080e+000	9.406043e-006	2.581976e-006	9.405993e-006	4.702997e+010	8.458652e-006	1.000000e+000
7.838368909337100e-001	1.039752e+001	2.144730e-017	1.412700e-019	1.242202e+006	1.500000e+006	2.000087e+000	9.406043e-006	2.581975e-006	9.405989e-006	4.702995e+010	8.366291e-006	1.000000e+000
7.838369090998478e-001	1.128477e+001	2.353829e-017	7.490814e-020	1.363305e+006	1.500000e+006	2.000093e+000	9.406043e-006	2.581974e-006	9.405986e-006	4.702993e+010	8.277565e-006	1.000000e+000
7.838369120645031e-001	1.142762e+001	2.387751e-017	6.414216e-020	1.382952e+006	1.500000e+006	2.000094e+000	9.406043e-006	2.581974e-006	9.405985e-006	4.702993e+010	8.263281e-006	1.000000e+000
7.838369150291584e-001	1.156970e+001	2.421605e-017	5.339779e-020	1.402559e+006	1.500000e+006	2.000095e+000	9.406043e-006	2.581973e-006	9.405984e-006	4.702992e+010	8.249072e-006	1.000000e+000
7.838369179938137e-001	1.171103e+001	2.455391e-017	4.267502e-020	1.422126e+006	1.500000e+006	2.000096e+000	9.406043e-006	2.581973e-006	9.405984e-006	4.702992e+010	8.234940e-006	1.000000e+000
7.838369209584690e-001	1.185160e+001	2.489108e-017	3.197386e-020	1.441654e+006	1.500000e+006	2.000097e+000	9.406043e-006	2.581973e-006	9.405983e-006	4.702992e+010	8.220883e-006	1.000000e+000
7.838369239231243e-001	1.199141e+001	2.522757e-017	2.129430e-020	1.461142e+006	1.500000e+006	2.000098e+000	9.406043e-006	2.581973e-006	9.405982e-006	4.702991e+010	8.206902e-006	1.000000e+000
7.838369268877796e-001	1.213046e+001	2.556338e-017	1.063635e-020	1.480591e+006	1.500000e+006	2.000099e+000	9.406043e-006	2.581973e-006	9.405982e-006	4.702991e+010	8.192997e-006	1.000000e+000
7.838369298524349e-001	1.226875e+001	2.589851e-017	-1.651558e-028	1.500000e+006	1.500000e+006	2.000100e+000	9.406043e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.179168e-006	1.000000e+000
7.838369298524833e-001	1.226875e+001	2.589851e-017	-1.651558e-028	1.500000e+006	1.500000e+006	2.000100e+000	9.406043e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.179168e-006	1.000000e+000
7.843034180086169e-001	1.227605e+001	2.589851e-017	-1.651558e-028	1.500000e+006	1.500000e+006	2.000100e+000	9.411641e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.184035e-006	1.000000e+000
7.847883628675753e-001	1.228364e+001	2.589851e-017	-1.651559e-028	1.500000e+006	1.500000e+006	2.000101e+000	9.417460e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.189096e-006	1.000000e+000
7.852726992637243e-001	1.229122e+001	2.589851e-017	-1.651560e-028	1.500000e+006	1.500000e+006	2.000101e+000	9.423273e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.194150e-006	1.000000e+000
7.857572384808099e-001	1.229881e+001	2.589851e-017	-1.651560e-028	1.500000e+006	1.500000e+006	2.000101e+000	9.429087e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.199206e-006	1.000000e+000
7.862421833397683e-001	1.230640e+001	2.589851e-017	-1.651561e-028	1.500000e+006	1.500000e+006	2.000101e+000	9.434906e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.204266e-006	1.000000e+000
7.867265197359173e-001	1.231398e+001	2.589851e-017	-1.651563e-028	1.500000e+006	1.500000e+006	2.000101e+000	9.440718e-006	2.581973e-006	9.405981e-006	4.702991e+010	8.209320e-006	1.000000e+000
7.872110589530029e-001	1.232156e+001	2.589852e-017	-1.651564e-028	1.500000e+006	1.500000e+006	2.000101e+000	9.446533e-006	2.581972e-006	9.405981e-006	4.702991e+010	8.214376e-006	1.000000e+000
7.876960038119613e-001	1.232915e+001	2.589852e-017	-1.651564e-028	1.500000e+006	1.500000e+006	2.000101e+000	9.452352e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.219436e-006	1.000000e+000
7.881803402081103e-001	1.233674e+001	2.589852e-017	-1.651564e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.458164e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.224491e-006	1.000000e+000
7.886648794251959e-001	1.234432e+001	2.589852e-017	-1.651565e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.463978e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.229546e-006	1.000000e+000
7.891498242841543e-001	1.235191e+001	2.589852e-017	-1.651566e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.469798e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.234607e-006	1.000000e+000
7.896341606803033e-001	1.235949e+001	2.589852e-017	-1.651567e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.475610e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.239661e-006	1.000000e+000
7.901186998973889e-001	1.236707e+001	2.589853e-017	-1.651567e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.481424e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.244717e-006	1.000000e+000
7.906036447563473e-001	1.237467e+001	2.589853e-017	-1.651568e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.487244e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.249777e-006	1.000000e+000
7.910879811524963e-001	1.238225e+001	2.589853e-017	-1.651569e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.493056e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.254831e-006	1.000000e+000
7.915725203695819e-001	1.238983e+001	2.589853e-017	-1.651570e-028	1.500000e+006	1.500000e+006	2.000102e+000	9.498870e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.259887e-006	1.000000e+000
7.920574652285403e-001	1.239742e+001	2.589853e-017	-1.651571e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.504690e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.264948e-006	1.000000e+000
7.925418016246894e-001	1.240500e+001	2.589853e-017	-1.651571e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.510502e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.270002e-006	1.000000e+000
7.930263408417749e-001	1.241259e+001	2.589854e-017	-1.651572e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.516316e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.275058e-006	1.000000e+000
7.935112857007333e-001	1.242018e+001	2.589854e-017	-1.651573e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.522136e-006	2.581972e-006	9.405981e-006	4.702990e+010	8.280118e-006	1.000000e+000
7.939956220968824e-001	1.242776e+001	2.589854e-017	-1.651574e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.527947e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.285172e-006	1.000000e+000
7.944801613139679e-001	1.243534e+001	2.589854e-017	-1.651574e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.533762e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.290228e-006	1.000000e+000
7.949651061729263e-001	1.244293e+001	2.589854e-017	-1.651574e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.539582e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.295288e-006	1.000000e+000
7.954494425690754e-001	1.245051e+001	2.589854e-017	-1.651575e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.545393e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.300342e-006	1.000000e+000
7.959339817861609e-001	1.245810e+001	2.589855e-017	-1.651576e-028	1.500000e+006	1.500000e+006	2.000103e+000	9.551208e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.305398e-006	1.000000e+000
7.964189266451193e-001	1.246569e+001	2.589855e-017	-1.651577e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.557027e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.310459e-006	1.000000e+000
7.969032630412684e-001	1.247327e+001	2.589855e-017	-1.651578e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.562839e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.315512e-006	1.000000e+000
7.973878022583539e-001	1.248085e+001	2.589855e-017	-1.651578e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.568654e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.320569e-006	1.000000e+000
7.978727471173123e-001	1.248844e+001	2.589855e-017	-1.651579e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.574473e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.325629e-006	1.000000e+000
7.983570835134614e-001	1.249602e+001	2.589855e-017	-1.651580e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.580285e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.330682e-006	1.000000e+000
7.988416227305469e-001	1.250361e+001	2.589856e-017	-1.651581e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.586100e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.335739e-006	1.000000e+000
7.993265675895053e-001	1.251120e+001	2.589856e-017	-1.651582e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.591919e-006	2.581972e-006	9.405980e-006	4.702990e+010	8.340799e-006	1.000000e+000
7.998109039856544e-001	1.251878e+001	2.589856e-017	-1.651583e-028	1.500000e+006	1.500000e+006	2.000104e+000	9.597731e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.345853e-006	1.000000e+000
8.002954432027399e-001	1.252636e+001	2.589856e-017	-1.651584e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.603546e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.350909e-006	1.000000e+000
8.007803880616983e-001	1.253395e+001	2.589856e-017	-1.651584e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.609364e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.355969e-006	1.000000e+000
8.012647244578474e-001	1.254153e+001	2.589856e-017	-1.651584e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.615177e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.361023e-006	1.000000e+000
8.017492636749329e-001	1.254912e+001	2.589857e-017	-1.651585e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.620991e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.366079e-006	1.000000e+000
8.022342085338913e-001	1.255671e+001	2.589857e-017	-1.651586e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.626810e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.371139e-006	1.000000e+000
8.027185449300404e-001	1.256429e+001	2.589857e-017	-1.651587e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.632622e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.376193e-006	1.000000e+000
8.032030841471259e-001	1.257187e+001	2.589857e-017	-1.651588e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.638437e-006	2.581972e-006	9.405979e-006	4.702990e+010	8.381249e-006	1.000000e+000
8.036880290060843e-001	1.257946e+001	2.589857e-017	-1.651589e-028	1.500000e+006	1.500000e+006	2.000105e+000	9.644256e-006	2.581972e-006	9.405979e-006	4.702989e+010	8.386310e-006	1.000000e+000
8.041723654022334e-001	1.258705e+001	2.589857e-017	-1.651589e-028	1.500000e+006	1.500000e+006	2.000106e+000	9.650068e-006	2.581972e-006	9.405979e-006	4.702989e+010	8.391364e-006	1.000000e+000
8.046569046193189e-001	1.259463e+001	2.589857e-017	-1.651590e-028	1.500000e+006	1.500000e+006	2.000106e+000	9.655882e-006	2.581972e-006	9.405979e-006	4.702989e+010	8.396420e-006	1.000000e+000
8.051418494782773e-001	1.260222e+001	2.589858e-017	-1.651591e-028	1.500000e+006	1.500000e+006	2.000106e+000	9.661702e-006	2.581972e-006	9.405979e-006	4.702989e+010	8.401480e-006	1.000000e+000
8.056261858744264e-001	1.260980e+001	2.589858e-017	-1.651592e-028	1.500000e+006	1.500000e+006	2.000106e+000	9.667514e-006	2.581972e-006	9.405979e-006	4.702989e+010	8.406534e-006	1.000000e+000
8.061107250915119e-001	1.261738e+001	2.589858e-017	-1.651593e-028	1.500000e+006	1.500000e+006	2.000106e+000	9.673328e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.411590e-006	1.000000e+000
8.065956699504703e-001	1.262498e+001	2.589858e-017	-1.651594e-028	1.500000e+006	1.500000e+006	2.000106e+000	9.679148e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.416650e-006	1.000000e+000
8.070800063466194e-001	1.263256e+001	2.589858e-017	-1.651594e-028	1.500000e+006	1.500000e+006	2.000106e+000	9.684960e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.421704e-006	1.000000e+000
8.075645455637049e-001	1.264014e+001	2.589858e-017	-1.651595e-028	1.500000e+006	1.500000e+006	2.000107e+000	9.690774e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.426760e-006	1.000000e+000
8.080494904226633e-001	1.264773e+001	2.589859e-017	-1.651595e-028	1.500000e+006	1.500000e+006	2.000107e+000	9.696594e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.431821e-006	1.000000e+000
8.085338268188124e-001	1.265531e+001	2.589859e-017	-1.651596e-028	1.500000e+006	1.500000e+006	2.000107e+000	9.702406e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.436875e-006	1.000000e+000
8.090183660358979e-001	1.266290e+001	2.589859e-017	-1.651597e-028	1.500000e+006	1.500000e+006	2.000107e+000	9.708220e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.441931e-006	1.000000e+000
8.095033108948563e-001	1.267049e+001	2.589859e-017	-1.651598e-028	1.500000e+006	1.500000e+006	2.000107e+000	9.714040e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.446991e-006	1.000000e+000
8.099876472910054e-001	1.267807e+001	2.589859e-017	-1.651599e-028	1.500000e+006	1.500000e+006	2.000107e+000	9.719852e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.452045e-006	1.000000e+000
8.104721865080909e-001	1.268565e+001	2.589859e-017	-1.651600e-028	1.500000e+006	1.500000e+006	2.000107e+000	9.725666e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.457101e-006	1.000000e+000
8.109571313670493e-001	1.269324e+001	2.589860e-017	-1.651600e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.731486e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.462162e-006	1.000000e+000
8.114414677631984e-001	1.270082e+001	2.589860e-017	-1.651600e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.737298e-006	2.581972e-006	9.405978e-006	4.702989e+010	8.467216e-006	1.000000e+000
8.119260069802839e-001	1.270841e+001	2.589860e-017	-1.651601e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.743112e-006	2.581972e-006	9.405977e-006	4.702989e+010	8.472271e-006	1.000000e+000
8.124109518392423e-001	1.271600e+001	2.589860e-017	-1.651602e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.748931e-006	2.581972e-006	9.405977e-006	4.702989e+010	8.477332e-006	1.000000e+000
8.128952882353914e-001	1.272358e+001	2.589860e-017	-1.651603e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.754744e-006	2.581972e-006	9.405977e-006	4.702989e+010	8.482386e-006	1.000000e+000
8.133798274524769e-001	1.273116e+001	2.589860e-017	-1.651604e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.760558e-006	2.581972e-006	9.405977e-006	4.702989e+010	8.487442e-006	1.000000e+000
8.138647723114353e-001	1.273875e+001	2.589861e-017	-1.651604e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.766377e-006	2.581971e-006	9.405977e-006	4.702989e+010	8.492502e-006	1.000000e+000
8.143491087075844e-001	1.274633e+001	2.589861e-017	-1.651605e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.772190e-006	2.581971e-006	9.405977e-006	4.702988e+010	8.497556e-006	1.000000e+000
8.148336479246700e-001	1.275392e+001	2.589861e-017	-1.651605e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.778004e-006	2.581971e-006	9.405977e-006	4.702988e+010	8.502612e-006	1.000000e+000
8.153185927836283e-001	1.276151e+001	2.589861e-017	-1.651606e-028	1.500000e+006	1.500000e+006	2.000108e+000	9.783823e-006	2.581971e-006	9.405977e-006	4.702988e+010	8.507673e-006	1.000000e+000
8.158029291797774e-001	1.276909e+001	2.589861e-017	-1.651607e-028	1.500000e+006	1.500000e+006	2.000109e+000	9.789635e-006	2.581971e-006	9.405977e-006	4.702988e+010	8.512726e-006	1.000000e+000
8.162874683968630e-001	1.277667e+001	2.589861e-017	-1.651608e-028	1.500000e+006	1.500000e+006	2.000109e+000	9.795450e-006	2.581971e-006	9.405977e-006	4.702988e+010	8.517783e-006	1.000000e+000
8.167724132558213e-001	1.278426e+001	2.589862e-017	-1.651609e-028	1.500000e+006	1.500000e+006	2.000109e+000	9.801269e-006	2.581971e-006	9.405977e-006	4.702988e+010	8.522843e-006	1.000000e+000
8.172567496519704e-001	1.279184e+001	2.589862e-017	-1.651610e-028	1.500000e+006	1.500000e+006	2.000109e+000	9.807081e-006	2.581971e-006	9.405977e-006	4.702988e+010	8.527896e-006	1.000000e+000
8.177412888690560e-001	1.279943e+001	2.589862e-017	-1.651611e-028	1.500000e+006	1.500000e+006	2.000109e+000	9.812896e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.532953e-006	1.000000e+000
8.182262337280143e-001	1.280702e+001	2.589862e-017	-1.651611e-028	1.500000e+006	1.500000e+006	2.000109e+000	9.818715e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.538012e-006	1.000000e+000
8.187105701241634e-001	1.281460e+001	2.589862e-017	-1.651612e-028	1.500000e+006	1.500000e+006	2.000109e+000	9.824526e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.543067e-006	1.000000e+000
8.191951093412490e-001	1.282218e+001	2.589862e-017	-1.651613e-028	1.500000e+006	1.500000e+006	2.000110e+000	9.830342e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.548123e-006	1.000000e+000
8.196800542002073e-001	1.282977e+001	2.589863e-017	-1.651614e-028	1.500000e+006	1.500000e+006	2.000110e+000	9.836161e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.553183e-006	1.000000e+000
8.201643905963564e-001	1.283736e+001	2.589863e-017	-1.651615e-028	1.500000e+006	1.500000e+006	2.000110e+000	9.841972e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.558237e-006	1.000000e+000
8.206489298134420e-001	1.284494e+001	2.589863e-017	-1.651616e-028	1.500000e+006	1.500000e+006	2.000110e+000	9.847787e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.563293e-006	1.000000e+000
8.211338746724003e-001	1.285253e+001	2.589863e-017	-1.651616e-028	1.500000e+006	1.500000e+006	2.000110e+000	9.853607e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.568353e-006	1.000000e+000
8.216182110685494e-001	1.286011e+001	2.589863e-017	-1.651617e-028	1.500000e+006	1.500000e+006	2.000110e+000	9.859418e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.573407e-006	1.000000e+000
8.221027502856350e-001	1.286769e+001	2.589863e-017	-1.651618e-028	1.500000e+006	1.500000e+006	2.000110e+000	9.865233e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.578463e-006	1.000000e+000
8.225876951445933e-001	1.287529e+001	2.589864e-017	-1.651619e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.871052e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.583524e-006	1.000000e+000
8.230720315407424e-001	1.288287e+001	2.589864e-017	-1.651620e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.876864e-006	2.581971e-006	9.405976e-006	4.702988e+010	8.588578e-006	1.000000e+000
8.235565707578280e-001	1.289045e+001	2.589864e-017	-1.651621e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.882679e-006	2.581971e-006	9.405975e-006	4.702988e+010	8.593634e-006	1.000000e+000
8.240415156167863e-001	1.289804e+001	2.589864e-017	-1.651621e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.888498e-006	2.581971e-006	9.405975e-006	4.702988e+010	8.598694e-006	1.000000e+000
8.245258520129354e-001	1.290562e+001	2.589864e-017	-1.651622e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.894310e-006	2.581971e-006	9.405975e-006	4.702987e+010	8.603748e-006	1.000000e+000
8.250103912300210e-001	1.291321e+001	2.589864e-017	-1.651623e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.900124e-006	2.581971e-006	9.405975e-006	4.702987e+010	8.608804e-006	1.000000e+000
8.254953360889793e-001	1.292080e+001	2.589865e-017	-1.651624e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.905944e-006	2.581971e-006	9.405975e-006	4.702987e+010	8.613864e-006	1.000000e+000
8.259796724851284e-001	1.292838e+001	2.589865e-017	-1.651625e-028	1.500000e+006	1.500000e+006	2.000111e+000	9.911756e-006	2.581971e-006	9.405975e-006	4.702987e+010	8.618918e-006	1.000000e+000
8.264642117022140e-001	1.293596e+001	2.589865e-017	-1.651625e-028	1.500000e+006	1.500000e+006	2.000112e+000	9.917570e-006	2.581971e-006	9.405975e-006	4.702987e+010	8.623974e-006	1.000000e+000
